id_transaccion,fecha,quarter,region,producto,categoria,cantidad,precio_unit,descuento_pct,cliente_id,vendedor,notas
TX-003773,2026-07-12,Q3,Chiclayo,Escritorio Ajustable,Mobiliario,43,1212.74,0.1,CL-7644,José Luis Quispe,Cliente recurrente
TX-003774,2026-02-16,Q1,Cusco,Teclado Mecánico,Tecnología,44,350.8,0.15,CL-6937,Diego Salazar,Primera compra
TX-003775,2026-06-06,Q2,Piura,Escritorio Ajustable,Mobiliario,17,1245.15,0.0,CL-7177,Diego Salazar,Primera compra
TX-003776,2026-03-10,Q1,Arequipa,Laptop Air 13,Tecnología,41,3158.12,0.2,CL-5117,José Luis Quispe,
TX-003777,2026-07-14,Q3,Piura,Cartucho Tinta Negra,Suministros,12,74.51,0.2,CL-7158,José Luis Quispe,
TX-003778,2026-11-07,Q4,Trujillo,Resma Papel A4,Suministros,12,28.96,0.0,CL-3731,María Fernández,
TX-003779,2026-12-26,Q4,Cusco,Laptop Air 13,Tecnología,48,3091.51,0.05,CL-1753,Diego Salazar,
TX-003780,2026-06-12,Q2,Trujillo,Escritorio Ajustable,Mobiliario,1,1211.32,0.15,CL-3798,Diego Salazar,Cliente recurrente
TX-003781,2026-01-21,Q1,Arequipa,Escritorio Ajustable,Mobiliario,18,1187.99,0.2,CL-3644,Carlos Vega,
TX-003782,2026-03-25,Q1,Trujillo,Monitor 27 4K,Tecnología,31,1887.44,0.0,CL-3730,Ana Torres,
TX-003783,2026-02-08,Q1,Cusco,Laptop Air 13,Tecnología,21,3270.84,0.2,CL-5237,Lucía Romero,
TX-003784,2026-10-05,Q4,Arequipa,Cartucho Tinta Negra,Suministros,42,71.33,0.05,CL-2179,Lucía Romero,"Pedido grande, descuento aplicado"
TX-003785,2026-12-26,Q4,Chiclayo,Teclado Mecánico,Tecnología,13,361.88,0.05,CL-4669,Ana Torres,Cliente recurrente
TX-003786,2026-07-22,Q3,Lima,Escritorio Ajustable,Mobiliario,28,1224.38,0.05,CL-5173,María Fernández,
TX-003787,2026-03-06,Q1,Piura,Monitor 27 4K,Tecnología,7,1810.97,0.15,CL-2692,José Luis Quispe,
TX-003788,2026-01-08,Q1,Arequipa,Lámpara LED,Mobiliario,11,92.49,0.05,CL-5080,Ana Torres,Cliente premium
TX-003789,2026-12-23,Q4,Arequipa,Laptop Pro 15,Tecnología,9,4342.19,0.1,CL-7068,José Luis Quispe,Solicita factura electrónica
TX-003790,2026-04-26,Q2,Lima,Mouse Inalámbrico,Tecnología,37,121.54,0.0,CL-4707,Diego Salazar,Primera compra
TX-003791,2026-02-10,Q1,Lima,Escritorio Ajustable,Mobiliario,10,1192.79,0.0,CL-1022,Carlos Vega,
TX-003792,2026-03-06,Q1,Lima,Silla Ergonómica,Mobiliario,33,880.74,0.15,CL-7327,Lucía Romero,Solicita factura electrónica
TX-003793,2026-04-04,Q2,Piura,Lámpara LED,Mobiliario,17,92.74,0.05,CL-6206,Ana Torres,
TX-003794,2026-08-28,Q3,Chiclayo,Monitor 27 4K,Tecnología,28,1824.75,0.15,CL-4777,Carlos Vega,Cliente premium
TX-003795,2026-11-22,Q4,Trujillo,Silla Ergonómica,Mobiliario,43,828.65,0.15,CL-1205,José Luis Quispe,
TX-003796,2026-04-11,Q2,Lima,Cartucho Tinta Negra,Suministros,43,76.02,0.2,CL-1800,Diego Salazar,Primera compra
TX-003797,2026-09-08,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,1,114.58,0.0,CL-1714,Diego Salazar,Compra urgente
TX-003798,2026-01-24,Q1,Trujillo,Laptop Air 13,Tecnología,39,3165.35,0.2,CL-8667,Diego Salazar,Primera compra
TX-003799,2026-01-04,Q1,Trujillo,Auriculares BT,Electrónica,47,212.8,0.2,CL-3779,Diego Salazar,Cliente premium
TX-003800,2026-01-21,Q1,Chiclayo,Cartucho Tinta Negra,Suministros,33,75.79,0.1,CL-4825,Lucía Romero,
TX-003801,2026-12-03,Q4,Cusco,Resma Papel A4,Suministros,10,27.49,0.0,CL-7263,María Fernández,
TX-003802,2026-08-01,Q3,Cusco,Cartucho Tinta Negra,Suministros,33,77.04,0.0,CL-6896,Ana Torres,Cliente premium
TX-003803,2026-10-21,Q4,Piura,Cartucho Tinta Negra,Suministros,32,72.11,0.1,CL-1579,Lucía Romero,Devolución parcial Q anterior
TX-003804,2026-01-08,Q1,Trujillo,Resma Papel A4,Suministros,33,28.16,0.0,CL-9368,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003805,2026-01-09,Q1,Piura,Escritorio Ajustable,Mobiliario,22,1211.24,0.0,CL-3385,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-003806,2026-11-06,Q4,Piura,Laptop Pro 15,Tecnología,26,4284.95,0.1,CL-7905,Lucía Romero,Devolución parcial Q anterior
TX-003807,2026-02-07,Q1,Chiclayo,Lámpara LED,Mobiliario,32,90.59,0.1,CL-8488,Ana Torres,Compra urgente
TX-003808,2026-02-26,Q1,Arequipa,Teclado Mecánico,Tecnología,23,343.29,0.2,CL-5848,Diego Salazar,Primera compra
TX-003809,2026-07-09,Q3,Lima,Cartucho Tinta Negra,Suministros,38,75.82,0.2,CL-2458,Carlos Vega,Primera compra
TX-003810,2026-08-10,Q3,Cusco,Silla Ergonómica,Mobiliario,35,889.32,0.05,CL-5904,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003811,2026-03-25,Q1,Trujillo,Auriculares BT,Electrónica,15,211.0,0.05,CL-3200,María Fernández,Primera compra
TX-003812,2026-06-12,Q2,Piura,Lámpara LED,Mobiliario,30,96.93,0.0,CL-8644,María Fernández,Primera compra
TX-003813,2026-09-04,Q3,Arequipa,Escritorio Ajustable,Mobiliario,38,1223.13,0.05,CL-7789,María Fernández,Solicita factura electrónica
TX-003814,2026-06-11,Q2,Piura,Webcam HD,Electrónica,25,183.05,0.1,CL-8411,Ana Torres,Solicita factura electrónica
TX-003815,2026-05-20,Q2,Piura,Silla Ergonómica,Mobiliario,36,851.37,0.2,CL-8454,Carlos Vega,
TX-003816,2026-01-27,Q1,Piura,Mouse Inalámbrico,Tecnología,7,125.6,0.2,CL-2607,María Fernández,Cliente recurrente
TX-003817,2026-06-14,Q2,Piura,Mouse Inalámbrico,Tecnología,19,120.02,0.2,CL-1272,Carlos Vega,Primera compra
TX-003818,2026-10-21,Q4,Chiclayo,Auriculares BT,Electrónica,35,227.44,0.1,CL-6637,José Luis Quispe,Cliente recurrente
TX-003819,2026-08-17,Q3,Trujillo,Cartucho Tinta Negra,Suministros,44,73.22,0.15,CL-6524,Diego Salazar,Cliente premium
TX-003820,2026-11-22,Q4,Cusco,Laptop Air 13,Tecnología,32,3298.02,0.15,CL-8790,Ana Torres,Devolución parcial Q anterior
TX-003821,2026-02-16,Q1,Cusco,Silla Ergonómica,Mobiliario,33,892.21,0.05,CL-6739,Ana Torres,Cliente premium
TX-003822,2026-01-05,Q1,Piura,Mouse Inalámbrico,Tecnología,17,124.92,0.1,CL-8228,José Luis Quispe,Solicita factura electrónica
TX-003823,2026-07-20,Q3,Arequipa,Lámpara LED,Mobiliario,35,93.14,0.1,CL-4137,Ana Torres,
TX-003824,2026-03-07,Q1,Trujillo,Laptop Pro 15,Tecnología,18,4655.77,0.05,CL-2122,José Luis Quispe,Primera compra
TX-003825,2026-08-05,Q3,Trujillo,Resma Papel A4,Suministros,3,26.87,0.1,CL-1341,María Fernández,Devolución parcial Q anterior
TX-003826,2026-11-26,Q4,Trujillo,Resma Papel A4,Suministros,13,28.5,0.1,CL-4920,María Fernández,"Pedido grande, descuento aplicado"
TX-003827,2026-05-04,Q2,Cusco,Monitor 27 4K,Tecnología,30,1771.59,0.0,CL-1017,José Luis Quispe,
TX-003828,2026-07-20,Q3,Piura,Laptop Air 13,Tecnología,48,3250.77,0.15,CL-5663,Diego Salazar,Devolución parcial Q anterior
TX-003829,2026-09-06,Q3,Lima,Lámpara LED,Mobiliario,25,94.17,0.2,CL-4606,Ana Torres,Devolución parcial Q anterior
TX-003830,2026-02-24,Q1,Piura,Teclado Mecánico,Tecnología,43,332.82,0.15,CL-3320,Ana Torres,Cliente recurrente
TX-003831,2026-11-24,Q4,Piura,Webcam HD,Electrónica,39,175.16,0.2,CL-6319,Lucía Romero,
TX-003832,2026-03-16,Q1,Chiclayo,Cartucho Tinta Negra,Suministros,28,71.57,0.1,CL-7114,Ana Torres,
TX-003833,2026-10-23,Q4,Chiclayo,Webcam HD,Electrónica,40,178.69,0.0,CL-1357,María Fernández,Compra urgente
TX-003834,2026-08-29,Q3,Cusco,Escritorio Ajustable,Mobiliario,20,1240.81,0.05,CL-5285,María Fernández,"Pedido grande, descuento aplicado"
TX-003835,2026-02-21,Q1,Lima,Webcam HD,Electrónica,22,184.28,0.2,CL-9456,María Fernández,Solicita factura electrónica
TX-003836,2026-09-22,Q3,Trujillo,Laptop Pro 15,Tecnología,37,4630.01,0.0,CL-3677,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-003837,2026-03-13,Q1,Lima,Teclado Mecánico,Tecnología,32,360.75,0.1,CL-8028,Ana Torres,Solicita factura electrónica
TX-003838,2026-08-07,Q3,Arequipa,Laptop Pro 15,Tecnología,26,4442.37,0.0,CL-4031,Carlos Vega,Devolución parcial Q anterior
TX-003839,2026-12-17,Q4,Piura,Resma Papel A4,Suministros,22,28.02,0.05,CL-3444,Ana Torres,Compra urgente
TX-003840,2026-12-14,Q4,Trujillo,Escritorio Ajustable,Mobiliario,48,1201.01,0.0,CL-8709,Diego Salazar,
TX-003841,2026-11-15,Q4,Trujillo,Teclado Mecánico,Tecnología,4,336.46,0.0,CL-4207,Lucía Romero,Cliente premium
TX-003842,2026-06-30,Q2,Piura,Teclado Mecánico,Tecnología,3,353.43,0.0,CL-8794,Carlos Vega,Primera compra
TX-003843,2026-07-24,Q3,Lima,Lámpara LED,Mobiliario,24,97.09,0.1,CL-6891,Ana Torres,
TX-003844,2026-04-20,Q2,Piura,Monitor 27 4K,Tecnología,2,1819.97,0.15,CL-8310,Carlos Vega,Cliente premium
TX-003845,2026-12-03,Q4,Trujillo,Escritorio Ajustable,Mobiliario,17,1229.52,0.05,CL-8332,Diego Salazar,Cliente premium
TX-003846,2026-06-24,Q2,Cusco,Lámpara LED,Mobiliario,9999,91.38,0.2,CL-9223,Lucía Romero,Cliente premium
TX-003847,2026-10-09,Q4,Cusco,Monitor 27 4K,Tecnología,20,1847.05,0.05,CL-5992,José Luis Quispe,Compra urgente
TX-003848,2026-05-12,Q2,Trujillo,Monitor 27 4K,Tecnología,10,1747.47,0.15,CL-9569,Diego Salazar,Compra urgente
TX-003849,2026-09-28,Q3,Trujillo,Mouse Inalámbrico,Tecnología,14,124.52,0.1,CL-1537,Carlos Vega,Solicita factura electrónica
TX-003850,2026-03-23,Q1,Cusco,Lámpara LED,Mobiliario,30,92.58,0.15,CL-5425,José Luis Quispe,Primera compra
TX-003851,2026-09-25,Q3,Arequipa,Teclado Mecánico,Tecnología,47,349.72,0.2,CL-4568,Lucía Romero,
TX-003852,2026-01-17,Q1,Arequipa,Mouse Inalámbrico,Tecnología,39,119.85,0.2,CL-1870,Ana Torres,"Pedido grande, descuento aplicado"
TX-003853,2026-02-08,Q1,Cusco,Escritorio Ajustable,Mobiliario,27,1172.26,0.1,CL-8859,María Fernández,Cliente premium
TX-003854,2026-05-09,Q2,Arequipa,Monitor 27 4K,Tecnología,7,1775.11,0.2,CL-8199,María Fernández,Solicita factura electrónica
TX-003855,2026-06-25,Q2,Trujillo,Escritorio Ajustable,Mobiliario,12,1162.27,0.15,CL-7737,Carlos Vega,Compra urgente
TX-003856,2026-09-17,Q3,Chiclayo,Laptop Air 13,Tecnología,22,3222.43,0.05,CL-6700,Carlos Vega,Compra urgente
TX-003857,2026-05-12,Q2,Lima,Laptop Air 13,Tecnología,13,3332.17,0.2,CL-6416,Diego Salazar,Devolución parcial Q anterior
TX-003858,2026-01-07,Q1,Arequipa,Monitor 27 4K,Tecnología,34,1766.99,0.0,CL-4424,José Luis Quispe,
TX-003859,2026-04-29,Q2,Lima,Teclado Mecánico,Tecnología,18,350.28,0.1,CL-7149,Ana Torres,Devolución parcial Q anterior
TX-003860,2026-06-10,Q2,Chiclayo,Laptop Pro 15,Tecnología,41,4662.85,0.0,CL-9778,Lucía Romero,Cliente recurrente
TX-003861,2026-07-18,Q3,Piura,Webcam HD,Electrónica,14,179.14,0.15,CL-3260,José Luis Quispe,
TX-003862,2026-08-24,Q3,Arequipa,Teclado Mecánico,Tecnología,25,361.59,0.2,CL-4047,María Fernández,
TX-003863,2026-04-01,Q2,Cusco,Cartucho Tinta Negra,Suministros,36,74.6,0.2,CL-1983,María Fernández,Primera compra
TX-003864,2026-08-11,Q3,Piura,Auriculares BT,Electrónica,11,218.69,0.0,CL-9167,José Luis Quispe,Solicita factura electrónica
TX-003865,2026-08-19,Q3,Chiclayo,Cartucho Tinta Negra,Suministros,38,72.43,0.05,CL-5770,Diego Salazar,Cliente premium
TX-003866,2026-10-11,Q4,Trujillo,Cartucho Tinta Negra,Suministros,29,72.19,0.05,CL-6332,Lucía Romero,Cliente recurrente
TX-003867,2026-07-10,Q3,Arequipa,Laptop Air 13,Tecnología,32,3235.68,0.0,CL-3398,María Fernández,Cliente recurrente
TX-003868,2026-10-23,Q4,Piura,Mouse Inalámbrico,Tecnología,23,123.93,0.1,CL-1329,Carlos Vega,Cliente recurrente
TX-003869,2026-03-22,Q1,Piura,Resma Papel A4,Suministros,46,26.98,0.0,CL-8242,Ana Torres,Solicita factura electrónica
TX-003870,2026-09-17,Q3,Trujillo,Escritorio Ajustable,Mobiliario,38,1249.21,0.15,CL-8742,Carlos Vega,Cliente premium
TX-003871,2026-01-17,Q1,Lima,Laptop Pro 15,Tecnología,10,4436.5,0.1,CL-4069,Ana Torres,Devolución parcial Q anterior
TX-003872,2026-02-07,Q1,Piura,Escritorio Ajustable,Mobiliario,28,1191.03,0.1,CL-7859,Lucía Romero,Cliente premium
TX-003873,2026-11-12,Q4,Lima,Cartucho Tinta Negra,Suministros,45,77.96,0.2,CL-6147,José Luis Quispe,Cliente premium
TX-003874,2026-06-23,Q2,Chiclayo,Cartucho Tinta Negra,Suministros,14,77.97,0.15,CL-6781,Ana Torres,Primera compra
TX-003875,2026-08-15,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,27,120.3,0.05,CL-2554,Diego Salazar,
TX-003876,2026-08-09,Q3,Trujillo,Monitor 27 4K,Tecnología,37,1759.82,0.1,CL-6530,Ana Torres,"Pedido grande, descuento aplicado"
TX-003877,2026-09-11,Q3,Trujillo,Teclado Mecánico,Tecnología,14,338.52,0.2,CL-2450,José Luis Quispe,Cliente premium
TX-003878,2026-03-31,Q1,Lima,Teclado Mecánico,Tecnología,26,342.01,0.2,CL-2969,Ana Torres,Solicita factura electrónica
TX-003879,2026-03-07,Q1,Chiclayo,Mouse Inalámbrico,Tecnología,28,123.37,0.15,CL-4210,José Luis Quispe,
TX-003880,2026-01-16,Q1,Arequipa,Teclado Mecánico,Tecnología,9,343.86,0.0,CL-2930,José Luis Quispe,
TX-003881,2026-11-12,Q4,Arequipa,Silla Ergonómica,Mobiliario,9,866.54,0.1,CL-9181,Diego Salazar,Solicita factura electrónica
TX-003882,2026-03-23,Q1,Piura,Laptop Pro 15,Tecnología,28,4362.84,0.2,CL-1262,José Luis Quispe,Devolución parcial Q anterior
TX-003883,2026-07-29,Q3,Chiclayo,Teclado Mecánico,Tecnología,9,349.25,0.0,CL-9135,María Fernández,
TX-003884,2026-06-16,Q2,Cusco,Teclado Mecánico,Tecnología,47,344.82,0.1,CL-2387,José Luis Quispe,
TX-003885,2026-03-01,Q1,Trujillo,Laptop Air 13,Tecnología,26,3201.16,0.1,CL-8831,José Luis Quispe,Compra urgente
TX-003886,2026-06-01,Q2,Trujillo,Auriculares BT,Electrónica,35,221.54,0.05,CL-4027,María Fernández,Compra urgente
TX-003887,2026-01-31,Q1,Arequipa,Resma Papel A4,Suministros,20,29.37,0.05,CL-9289,Lucía Romero,Cliente premium
TX-003888,2026-03-06,Q1,Trujillo,Auriculares BT,Electrónica,15,228.8,0.2,CL-5865,José Luis Quispe,Primera compra
TX-003889,2026-02-20,Q1,Chiclayo,Escritorio Ajustable,Mobiliario,24,1223.5,0.1,CL-5406,Diego Salazar,
TX-003890,2026-10-28,Q4,Cusco,Laptop Air 13,Tecnología,35,3089.2,0.2,CL-2177,Carlos Vega,Solicita factura electrónica
TX-003891,2026-07-27,Q3,Piura,Auriculares BT,Electrónica,20,229.22,0.1,CL-4901,Lucía Romero,Cliente premium
TX-003892,2026-12-04,Q4,Piura,Silla Ergonómica,Mobiliario,14,883.37,0.2,CL-6017,Lucía Romero,Cliente premium
TX-003893,2026-06-09,Q2,Chiclayo,Resma Papel A4,Suministros,8,29.08,0.15,CL-9849,Lucía Romero,
TX-003894,2026-03-15,Q1,Piura,Mouse Inalámbrico,Tecnología,27,119.75,0.2,CL-3369,Diego Salazar,Primera compra
TX-003895,2026-08-11,Q3,Chiclayo,Silla Ergonómica,Mobiliario,34,822.01,0.05,CL-1745,María Fernández,
TX-003896,2026-12-06,Q4,Piura,Silla Ergonómica,Mobiliario,26,871.62,0.05,CL-3285,José Luis Quispe,
TX-003897,2026-07-14,Q3,Chiclayo,Teclado Mecánico,Tecnología,13,346.1,0.0,CL-3187,Ana Torres,Cliente recurrente
TX-003898,2026-01-07,Q1,Piura,Escritorio Ajustable,Mobiliario,13,1181.35,0.05,CL-9530,María Fernández,
TX-003899,2026-04-21,Q2,Chiclayo,Resma Papel A4,Suministros,19,27.69,0.0,CL-2352,Ana Torres,
TX-003900,2026-12-04,Q4,Chiclayo,Laptop Pro 15,Tecnología,18,4526.58,0.0,CL-9930,Lucía Romero,Cliente recurrente
TX-003901,2026-07-09,Q3,Chiclayo,Laptop Air 13,Tecnología,10,3146.73,0.05,CL-2017,Lucía Romero,"Pedido grande, descuento aplicado"
TX-003902,2026-12-14,Q4,Trujillo,Auriculares BT,Electrónica,47,224.18,0.2,CL-8302,Carlos Vega,
TX-003903,2026-07-05,Q3,Piura,Escritorio Ajustable,Mobiliario,17,1217.73,0.05,CL-4731,Lucía Romero,
TX-003904,2026-01-05,Q1,Chiclayo,Webcam HD,Electrónica,13,180.16,0.2,CL-1489,Carlos Vega,Cliente premium
TX-003905,2026-11-15,Q4,Cusco,Lámpara LED,Mobiliario,30,90.76,0.2,CL-6524,Lucía Romero,
TX-003906,2026-10-06,Q4,Lima,Lámpara LED,Mobiliario,40,99.15,0.2,CL-7556,Diego Salazar,"Pedido grande, descuento aplicado"
TX-003907,2026-09-19,Q3,Chiclayo,Auriculares BT,Electrónica,23,218.06,0.1,CL-8546,Lucía Romero,Cliente recurrente
TX-003908,2026-12-21,Q4,Trujillo,Lámpara LED,Mobiliario,33,94.52,0.2,CL-2605,Carlos Vega,
TX-003909,2026-03-13,Q1,Cusco,Teclado Mecánico,Tecnología,5,348.46,0.1,CL-6555,Carlos Vega,Primera compra
TX-003910,2026-11-27,Q4,Piura,Escritorio Ajustable,Mobiliario,27,1183.8,0.15,CL-6122,Ana Torres,
TX-003911,2026-03-26,Q1,Lima,Monitor 27 4K,Tecnología,4,1831.43,0.2,CL-4982,Diego Salazar,"Pedido grande, descuento aplicado"
TX-003912,2026-12-21,Q4,Cusco,Mouse Inalámbrico,Tecnología,7,114.17,0.0,CL-9042,José Luis Quispe,Primera compra
TX-003913,2026-03-11,Q1,Arequipa,Resma Papel A4,Suministros,30,29.05,0.0,CL-4808,Ana Torres,Cliente premium
TX-003914,2026-07-20,Q3,Arequipa,Laptop Air 13,Tecnología,11,3072.78,0.0,CL-4421,José Luis Quispe,
TX-003915,2026-10-16,Q4,Chiclayo,Resma Papel A4,Suministros,2,29.4,0.15,CL-5727,José Luis Quispe,Solicita factura electrónica
TX-003916,2026-01-29,Q1,Trujillo,Lámpara LED,Mobiliario,9,96.22,0.1,CL-9358,José Luis Quispe,Compra urgente
TX-003917,2026-01-25,Q1,Lima,Teclado Mecánico,Tecnología,38,334.82,0.05,CL-8805,José Luis Quispe,Primera compra
TX-003918,2026-11-07,Q4,Cusco,Laptop Pro 15,Tecnología,29,4528.1,0.15,CL-7374,Ana Torres,Cliente recurrente
TX-003919,2026-01-23,Q1,Arequipa,Resma Papel A4,Suministros,19,27.53,0.0,CL-1727,María Fernández,Cliente recurrente
TX-003920,2026-08-13,Q3,Chiclayo,Cartucho Tinta Negra,Suministros,48,78.4,0.0,CL-3708,Lucía Romero,Compra urgente
TX-003921,2026-12-09,Q4,Arequipa,Resma Papel A4,Suministros,19,28.72,0.1,CL-1136,Diego Salazar,Primera compra
TX-003922,2026-08-13,Q3,Cusco,Silla Ergonómica,Mobiliario,43,850.6,0.2,CL-1854,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003923,2026-06-25,Q2,Cusco,Lámpara LED,Mobiliario,17,94.33,0.15,CL-8484,José Luis Quispe,Primera compra
TX-003924,2026-06-02,Q2,Arequipa,Mouse Inalámbrico,Tecnología,2,125.95,0.15,CL-8337,Diego Salazar,Primera compra
TX-003925,2026-08-21,Q3,Piura,Mouse Inalámbrico,Tecnología,6,122.01,0.15,CL-1922,José Luis Quispe,Solicita factura electrónica
TX-003926,2026-07-28,Q3,Trujillo,Teclado Mecánico,Tecnología,14,350.49,0.05,CL-5122,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003927,2026-07-03,Q3,Cusco,Monitor 27 4K,Tecnología,10,1781.63,0.1,CL-3512,José Luis Quispe,
TX-003928,2026-02-26,Q1,Cusco,Webcam HD,Electrónica,8,176.84,0.2,CL-1654,Ana Torres,"Pedido grande, descuento aplicado"
TX-003929,2026-08-30,Q3,Piura,Lámpara LED,Mobiliario,19,96.95,0.15,CL-4432,María Fernández,"Pedido grande, descuento aplicado"
TX-003930,2026-09-28,Q3,Lima,Monitor 27 4K,Tecnología,48,1815.82,0.1,CL-1927,José Luis Quispe,
TX-003931,2026-09-16,Q3,Chiclayo,Auriculares BT,Electrónica,10,227.66,0.0,CL-7623,Ana Torres,Cliente premium
TX-003932,2026-01-28,Q1,Trujillo,Laptop Air 13,Tecnología,12,3217.14,0.15,CL-9701,Carlos Vega,Cliente recurrente
TX-003933,2026-09-14,Q3,Arequipa,Lámpara LED,Mobiliario,49,95.78,0.05,CL-4802,Diego Salazar,Primera compra
TX-003934,2026-09-24,Q3,Trujillo,Laptop Air 13,Tecnología,10,3192.75,0.05,CL-3186,José Luis Quispe,Primera compra
TX-003935,2026-03-08,Q1,Chiclayo,Mouse Inalámbrico,Tecnología,41,123.15,0.15,CL-5495,María Fernández,Cliente recurrente
TX-003936,2026-11-06,Q4,Arequipa,Lámpara LED,Mobiliario,31,94.19,0.05,CL-9698,Carlos Vega,Cliente premium
TX-003937,2026-07-11,Q3,Trujillo,Webcam HD,Electrónica,46,186.33,0.1,CL-2436,Ana Torres,
TX-003938,2026-06-22,Q2,Trujillo,Webcam HD,Electrónica,28,176.89,0.0,CL-7129,María Fernández,
TX-003939,2026-09-21,Q3,Piura,Auriculares BT,Electrónica,30,224.24,0.0,CL-1838,José Luis Quispe,
TX-003940,2026-07-06,Q3,Trujillo,Monitor 27 4K,Tecnología,12,1870.73,0.1,CL-3704,Carlos Vega,
TX-003941,2026-07-18,Q3,Piura,Laptop Air 13,Tecnología,29,3286.1,0.2,CL-4953,Lucía Romero,Cliente recurrente
TX-003942,2026-04-24,Q2,Piura,Auriculares BT,Electrónica,33,216.54,0.15,CL-4453,María Fernández,Cliente premium
TX-003943,2026-12-05,Q4,Chiclayo,Webcam HD,Electrónica,49,183.71,0.1,CL-2607,Ana Torres,Cliente recurrente
TX-003944,2026-12-20,Q4,Cusco,Teclado Mecánico,Tecnología,5,339.74,0.2,CL-7992,Ana Torres,Devolución parcial Q anterior
TX-003945,2026-02-17,Q1,Piura,Laptop Pro 15,Tecnología,8,4301.17,0.05,CL-7057,Diego Salazar,
TX-003946,2026-09-25,Q3,Arequipa,Lámpara LED,Mobiliario,1,97.77,0.2,CL-4918,María Fernández,"Pedido grande, descuento aplicado"
TX-003947,2026-01-09,Q1,Chiclayo,Laptop Pro 15,Tecnología,39,4638.6,0.1,CL-4767,María Fernández,Primera compra
TX-003948,2026-05-15,Q2,Chiclayo,Laptop Pro 15,Tecnología,5,4285.32,0.0,CL-1672,Carlos Vega,
TX-003949,2026-12-21,Q4,Arequipa,Webcam HD,Electrónica,45,188.06,0.0,CL-6943,Lucía Romero,Cliente recurrente
TX-003950,2026-03-05,Q1,Trujillo,Silla Ergonómica,Mobiliario,18,845.4,0.2,CL-3068,Lucía Romero,Devolución parcial Q anterior
TX-003951,2026-05-18,Q2,Piura,Laptop Air 13,Tecnología,15,3329.69,0.15,CL-3709,Carlos Vega,Cliente premium
TX-003952,2026-03-22,Q1,Lima,Lámpara LED,Mobiliario,48,97.74,0.0,CL-8742,Lucía Romero,Solicita factura electrónica
TX-003953,2026-09-23,Q3,Piura,Mouse Inalámbrico,Tecnología,36,124.81,0.2,CL-6779,María Fernández,Primera compra
TX-003954,2026-06-19,Q2,Piura,Escritorio Ajustable,Mobiliario,27,1240.01,0.0,CL-7264,Carlos Vega,Devolución parcial Q anterior
TX-003955,2026-08-05,Q3,Chiclayo,Auriculares BT,Electrónica,44,230.43,0.05,CL-3382,Lucía Romero,Devolución parcial Q anterior
TX-003956,2026-12-11,Q4,Arequipa,Monitor 27 4K,Tecnología,37,1823.24,0.15,CL-5508,Ana Torres,Solicita factura electrónica
TX-003957,2026-07-10,Q3,Piura,Lámpara LED,Mobiliario,32,92.41,0.0,CL-1123,Diego Salazar,"Pedido grande, descuento aplicado"
TX-003958,2026-09-25,Q3,Piura,Cartucho Tinta Negra,Suministros,16,74.17,0.2,CL-3209,Ana Torres,Cliente recurrente
TX-003959,2026-02-05,Q1,Lima,Silla Ergonómica,Mobiliario,49,871.41,0.15,CL-8199,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003960,2026-03-20,Q1,Piura,Webcam HD,Electrónica,36,173.83,0.2,CL-5270,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003961,2026-12-12,Q4,Trujillo,Silla Ergonómica,Mobiliario,47,886.54,0.2,CL-6712,Carlos Vega,
TX-003962,2026-11-10,Q4,Chiclayo,Silla Ergonómica,Mobiliario,48,824.95,0.2,CL-8098,María Fernández,
TX-003963,2026-08-28,Q3,Lima,Auriculares BT,Electrónica,27,228.27,0.05,CL-9431,Lucía Romero,Compra urgente
TX-003964,2026-05-19,Q2,Chiclayo,Lámpara LED,Mobiliario,18,94.85,0.05,CL-1733,María Fernández,Compra urgente
TX-003965,2026-03-14,Q1,Trujillo,Auriculares BT,Electrónica,47,227.49,0.05,CL-6228,José Luis Quispe,Primera compra
TX-003966,2026-11-07,Q4,Arequipa,Cartucho Tinta Negra,Suministros,49,78.44,0.0,CL-9951,Diego Salazar,
TX-003967,2026-10-14,Q4,Cusco,Resma Papel A4,Suministros,6,27.78,0.15,CL-2798,María Fernández,Compra urgente
TX-003968,2026-03-30,Q1,Piura,Monitor 27 4K,Tecnología,32,1835.39,0.0,CL-8737,Lucía Romero,Compra urgente
TX-003969,2026-08-04,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,30,116.72,0.1,CL-6221,María Fernández,Cliente premium
TX-003970,2026-08-14,Q3,Arequipa,Auriculares BT,Electrónica,37,226.62,0.1,CL-3861,Ana Torres,
TX-003971,2026-06-24,Q2,Chiclayo,Lámpara LED,Mobiliario,48,98.04,0.1,CL-8048,Carlos Vega,Primera compra
TX-003972,2026-12-05,Q4,Trujillo,Teclado Mecánico,Tecnología,13,342.83,0.1,CL-8834,Ana Torres,Solicita factura electrónica
